BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
G000546,HON. SAM GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/10/2017,AP,E0493607,ENTERPRISE RENT-A-CAR,2/14/2017,2/16/2017,CAR RENTAL,107.25,2017,ENTERPRISE RENT-A-CAR
G000546,HON. SAM GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/22/2017,AP,E0496054,ENTERPRISE RENT-A-CAR,2/23/2017,2/27/2017,CAR RENTAL,530.18,2017,ENTERPRISE RENT-A-CAR
G000546,HON. SAM GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/22/2017,AP,E0496057,ENTERPRISE RENT-A-CAR,3/1/2017,3/4/2017,CAR RENTAL,248.13,2017,ENTERPRISE RENT-A-CAR
G000546,HON. SAM GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/27/2017,AP,E0497777,ENTERPRISE RENT-A-CAR,3/7/2017,3/9/2017,CAR RENTAL,107.25,2017,ENTERPRISE RENT-A-CAR
G000546,HON. SAM GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/5/2017,AP,E0472335,ENTERPRISE RENT-A-CAR,12/3/2016,12/7/2016,CAR RENTAL,367.42,2016,ENTERPRISE RENT-A-CAR
G000546,HON. SAM GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/5/2017,AP,E0472363,ENTERPRISE RENT-A-CAR,12/8/2016,12/10/2016,CAR RENTAL,192.56,2016,ENTERPRISE RENT-A-CAR
G000546,HON. SAM GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/6/2017,AP,E0473229,EAN SERVICES LLC,12/9/2016,12/12/2016,CAR RENTAL,809.5,2016,EAN SERVICES LLC
G000546,HON. SAM GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/11/2017,AP,E0475417,ENTERPRISE RENT-A-CAR,12/13/2016,12/15/2016,CAR RENTAL,107.25,2016,ENTERPRISE RENT-A-CAR
G000551,HON. RAUL M. GRIJALVA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/3/2017,AP,E0493637,EMERICK AMY C,1/21/2017,1/25/2017,CAR RENTAL,188.1,2017,EMERICK AMY C
G000576,HON. GLENN GROTHMAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/6/2017,AP,E0482373,HON GLENN GROTHMAN,12/9/2016,12/10/2016,CAR RENTAL,179.71,2016,HON GLENN GROTHMAN
G000558,HON. BRETT GUTHRIE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/29/2017,AP,E0493703,GAYDOS LAUREN S.,2/8/2017,2/10/2017,CAR RENTAL,317.82,2017,GAYDOS LAUREN S.
G000558,HON. BRETT GUTHRIE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/6/2017,AP,E0474563,LORD MARK,10/17/2016,10/20/2016,CAR RENTAL,204.09,2016,LORD MARK
G000535,HON. LUIS V. GUTIERREZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/5/2017,AP,E0471771,COLLINS SUSAN M.,12/9/2016,12/9/2016,CAR RENTAL,204.94,2016,COLLINS SUSAN M.
H001051,HON. RICHARD L. HANNA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/8/2017,AP,E0474793,STOKES JUSTIN,10/12/2016,10/14/2016,CAR RENTAL,210.71,2016,STOKES JUSTIN
H001051,HON. RICHARD L. HANNA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/8/2017,AP,E0474793,STOKES JUSTIN,11/11/2016,11/13/2016,CAR RENTAL,281.49,2016,STOKES JUSTIN
H001045,HON. GREGG HARPER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/16/2017,AP,E0487336,DOMINY JANET H.,1/18/2017,1/23/2017,CAR RENTAL,176.13,2017,DOMINY JANET H.
H001045,HON. GREGG HARPER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/4/2017,AP,E0490836,CITIBANK GOV CARD SERVICE,1/4/2017,1/17/2017,CAR RENTAL,561.22,2017,CITIBANK GOV CARD SERVICE
H001045,HON. GREGG HARPER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/7/2017,AP,E0488274,JORDAN KYLE,1/23/2017,1/26/2017,CAR RENTAL,175.75,2017,JORDAN KYLE
H001045,HON. GREGG HARPER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/11/2017,AP,E0470648,CITIBANK GOV CARD SERVICE,10/17/2016,11/21/2016,CAR RENTAL,2093.76,2016,CITIBANK GOV CARD SERVICE
H001045,HON. GREGG HARPER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/20/2017,AP,E0477902,CITIBANK GOV CARD SERVICE,11/29/2016,12/21/2016,CAR RENTAL,978.45,2016,CITIBANK GOV CARD SERVICE
H001053,HON. VICKY HARTZLER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/27/2017,AP,E0488670,ENTERPRISE RENT-A-CAR,1/24/2017,1/27/2017,CAR RENTAL,267.01,2017,ENTERPRISE RENT-A-CAR
H001053,HON. VICKY HARTZLER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/14/2017,AP,E0493554,CITIBANK GOV CARD SERVICE,1/11/2017,1/25/2017,CAR RENTAL,372.8,2017,CITIBANK GOV CARD SERVICE
H001053,HON. VICKY HARTZLER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/22/2017,AP,E0496449,COX JORDAN,2/21/2017,2/24/2017,CAR RENTAL,427.45,2017,COX JORDAN
H001053,HON. VICKY HARTZLER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/22/2017,AP,E0496465,ENTERPRISE RENT-A-CAR,2/21/2017,2/24/2017,CAR RENTAL,790.54,2017,ENTERPRISE RENT-A-CAR
H001053,HON. VICKY HARTZLER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/22/2017,AP,E0496470,ENTERPRISE RENT-A-CAR,2/21/2017,2/26/2017,CAR RENTAL,370.04,2017,ENTERPRISE RENT-A-CAR
H001053,HON. VICKY HARTZLER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/23/2017,AP,E0501027,CITIBANK GOV CARD SERVICE,1/3/2017,1/26/2017,CAR RENTAL,259,2017,CITIBANK GOV CARD SERVICE
H001053,HON. VICKY HARTZLER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/27/2017,AP,E0501172,CITIBANK GOV CARD SERVICE,1/30/2017,2/23/2017,CAR RENTAL,540.35,2017,CITIBANK GOV CARD SERVICE
H001053,HON. VICKY HARTZLER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0498252,TVRDY JOSEPH D.,2/20/2017,2/24/2017,CAR RENTAL,269.17,2017,TVRDY JOSEPH D.
H001053,HON. VICKY HARTZLER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/6/2017,AP,E0473020,CONNELLY CHRIS,12/14/2016,12/15/2016,CAR RENTAL,110.73,2016,CONNELLY CHRIS
H001053,HON. VICKY HARTZLER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/6/2017,AP,E0473021,ENTERPRISE RENT-A-CAR,12/2/2016,12/6/2016,CAR RENTAL,333.67,2016,ENTERPRISE RENT-A-CAR
H001053,HON. VICKY HARTZLER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/24/2017,AP,E0479947,CITIBANK GOV CARD SERVICE,12/6/2016,12/20/2016,CAR RENTAL,252.2,2016,CITIBANK GOV CARD SERVICE
H001053,HON. VICKY HARTZLER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/24/2017,AP,E0481076,CITIBANK GOV CARD SERVICE,11/8/2016,11/21/2016,CAR RENTAL,229.29,2016,CITIBANK GOV CARD SERVICE
H001053,HON. VICKY HARTZLER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/28/2017,AP,E0490708,CITIBANK GOV CARD SERVICE,11/29/2016,12/22/2016,CAR RENTAL,236,2016,CITIBANK GOV CARD SERVICE
H000324,HON. ALCEE L. HASTINGS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/24/2017,AP,E0480940,CITIBANK GOV CARD SERVICE,11/3/2016,11/9/2016,CAR RENTAL,114.47,2016,CITIBANK GOV CARD SERVICE
H001064,HON. DENNY HECK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/1/2017,AP,E0488045,CITIBANK GOV CARD SERVICE,1/16/2017,1/19/2017,CAR RENTAL,160.81,2017,CITIBANK GOV CARD SERVICE
H001064,HON. DENNY HECK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/24/2017,AP,E0501405,CITIBANK GOV CARD SERVICE,1/25/2017,1/28/2017,CAR RENTAL,102.21,2017,CITIBANK GOV CARD SERVICE
H001064,HON. DENNY HECK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/18/2017,AP,898499,CITIBANK GOV CARD SERVICE,4/1/2016,4/4/2016,CAR RENTAL,296.43,2016,CITIBANK GOV CARD SERVICE
H001064,HON. DENNY HECK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/2/2017,AP,E0482610,CITIBANK GOV CARD SERVICE,11/20/2016,11/29/2016,CAR RENTAL,367.84,2016,CITIBANK GOV CARD SERVICE
H001064,HON. DENNY HECK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/14/2017,AP,E0488036,CITIBANK GOV CARD SERVICE,10/18/2016,11/13/2016,CAR RENTAL,1008.06,2016,CITIBANK GOV CARD SERVICE
H001064,HON. DENNY HECK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/23/2017,AP,E0487983,CITIBANK GOV CARD SERVICE,12/10/2016,12/28/2016,CAR RENTAL,691.4,2016,CITIBANK GOV CARD SERVICE
H001064,HON. DENNY HECK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0497681,SIDDIQUI FAISAL,12/18/2016,12/20/2016,CAR RENTAL,105.48,2016,SIDDIQUI FAISAL
H001064,HON. DENNY HECK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0497682,SIDDIQUI FAISAL,6/22/2016,6/24/2016,CAR RENTAL,205.28,2016,SIDDIQUI FAISAL
H001055,HON. JOSEPH J. HECK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/24/2017,AP,E0491769,CITIBANK GOV CARD SERVICE,10/2/2016,11/1/2016,CAR RENTAL,2424.29,2016,CITIBANK GOV CARD SERVICE
H001055,HON. JOSEPH J. HECK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/28/2017,AP,E0492296,CITIBANK GOV CARD SERVICE,10/2/2016,11/10/2016,CAR RENTAL,2424.29,2016,CITIBANK GOV CARD SERVICE
H001056,HON. JAIME HERRERA BEUTLER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/7/2017,AP,E0482529,PENNINGTON AMY,1/18/2017,1/18/2017,CAR RENTAL,105.57,2017,PENNINGTON AMY
H001072,HON. J. FRENCH HILL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/3/2017,AP,E0484472,BENNETT AIMEE B.,1/4/2017,1/6/2017,CAR RENTAL,105.19,2017,BENNETT AIMEE B.
H001072,HON. J. FRENCH HILL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/3/2017,AP,E0492307,COMSTOCK PETER,2/22/2017,2/22/2017,CAR RENTAL,133.89,2017,COMSTOCK PETER
H001072,HON. J. FRENCH HILL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/9/2017,AP,E0494479,HEILES HOLLI,2/20/2017,2/23/2017,CAR RENTAL,230.36,2017,HEILES HOLLI
H001072,HON. J. FRENCH HILL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/27/2017,AP,E0499429,PETERSEN JEREMY S.,2/22/2017,2/24/2017,CAR RENTAL,255.98,2017,PETERSEN JEREMY S.
H001065,HON. GEORGE HOLDING,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/31/2017,AP,908054,CITIBANK GOV CARD SERVICE,1/13/2017,1/15/2017,CAR RENTAL,259.07,2017,CITIBANK GOV CARD SERVICE
H001065,HON. GEORGE HOLDING,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/12/2017,AP,896480,CITIBANK GOV CARD SERVICE,11/7/2016,11/10/2016,CAR RENTAL,333.32,2016,CITIBANK GOV CARD SERVICE
H001067,HON. RICHARD HUDSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/8/2017,AP,E0492284,CARTER II PATRICK C.,1/13/2017,1/18/2017,CAR RENTAL,352.3,2017,CARTER II PATRICK C.
H001067,HON. RICHARD HUDSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/8/2017,AP,E0492284,CARTER II PATRICK C.,2/9/2017,2/13/2017,CAR RENTAL,361.54,2017,CARTER II PATRICK C.
H001067,HON. RICHARD HUDSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/6/2017,AP,896547,HON RICHARD L HUDSON JR,11/19/2016,11/22/2016,CAR RENTAL,925.54,2016,HON RICHARD L HUDSON JR
H001067,HON. RICHARD HUDSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/9/2017,AP,896625,CARTER II PATRICK C.,12/18/2016,12/21/2016,CAR RENTAL,377.67,2016,CARTER II PATRICK C.
H001058,HON. BILL HUIZENGA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/15/2017,AP,E0485349,CITIBANK GOV CARD SERVICE,11/1/2016,11/2/2016,CAR RENTAL,157.25,2016,CITIBANK GOV CARD SERVICE
H001059,HON. RANDY HULTGREN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/10/2017,AP,E0495953,PROVENZANO DOMINIC A.,2/2/2017,2/5/2017,CAR RENTAL,345.31,2017,PROVENZANO DOMINIC A.
H001059,HON. RANDY HULTGREN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/16/2017,AP,E0495536,MCKEE BRANDON I.,2/22/2017,2/24/2017,CAR RENTAL,370.71,2017,MCKEE BRANDON I.
H001059,HON. RANDY HULTGREN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/23/2017,AP,E0495591,MCKEE BRANDON I.,2/6/2017,2/9/2017,CAR RENTAL,593.19,2017,MCKEE BRANDON I.
H001059,HON. RANDY HULTGREN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/4/2017,AP,E0472608,MCKEE BRANDON I.,12/13/2016,12/16/2016,CAR RENTAL,394.96,2016,MCKEE BRANDON I.
H001059,HON. RANDY HULTGREN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/18/2017,AP,E0474714,MCGUIRE KATHERINE B.,12/14/2016,12/15/2016,CAR RENTAL,293.92,2016,MCGUIRE KATHERINE B.
H001048,HON. DUNCAN HUNTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/27/2017,AP,E0499636,CITIBANK GOV CARD SERVICE,2/9/2017,2/10/2017,CAR RENTAL,168.87,2017,CITIBANK GOV CARD SERVICE
H001073,HON. WILL HURD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/6/2017,AP,E0484553,HASKINS MATTHEW C.,1/25/2017,1/26/2017,CAR RENTAL,167.77,2017,HASKINS MATTHEW C.
H001073,HON. WILL HURD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/27/2017,AP,E0498998,BURKE STONEY G.,2/19/2017,2/20/2017,CAR RENTAL,149.35,2017,BURKE STONEY G.
I000056,HON. DARRELL E. ISSA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/17/2017,AP,E0496387,MOORE CALVIN C.,2/20/2017,2/23/2017,CAR RENTAL,273.94,2017,MOORE CALVIN C.
I000056,HON. DARRELL E. ISSA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/22/2017,AP,E0497672,CUELLAR CHELSEA D.,2/20/2017,2/22/2017,CAR RENTAL,145.48,2017,CUELLAR CHELSEA D.
I000056,HON. DARRELL E. ISSA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/27/2017,AP,E0499374,RISCHE ROBERT M.,3/9/2017,3/12/2017,CAR RENTAL,123.35,2017,RISCHE ROBERT M.
J000032,HON. SHEILA JACKSON LEE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/3/2017,AP,E0473525,CITIBANK GOV CARD SERVICE,11/2/2016,11/7/2016,CAR RENTAL,566.61,2016,CITIBANK GOV CARD SERVICE
J000032,HON. SHEILA JACKSON LEE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/8/2017,AP,E0484922,CITIBANK GOV CARD SERVICE,12/16/2016,12/18/2016,CAR RENTAL,205.87,2016,CITIBANK GOV CARD SERVICE
J000294,HON. HAKEEM S. JEFFRIES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/6/2017,AP,E0492373,CITIBANK GOV CARD SERVICE,12/29/2016,1/28/2017,CAR RENTAL,172.28,2017,CITIBANK GOV CARD SERVICE
J000294,HON. HAKEEM S. JEFFRIES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/29/2017,AP,E0500545,CITIBANK GOV CARD SERVICE,1/29/2017,2/28/2017,CAR RENTAL,146.28,2017,CITIBANK GOV CARD SERVICE
J000297,HON. EVAN H. JENKINS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/21/2017,AP,E0488891,CITIBANK GOV CARD SERVICE,1/2/2017,1/9/2017,CAR RENTAL,187.75,2017,CITIBANK GOV CARD SERVICE
J000297,HON. EVAN H. JENKINS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/15/2017,AP,E0495492,CITIBANK GOV CARD SERVICE,2/5/2017,2/13/2017,CAR RENTAL,151.59,2017,CITIBANK GOV CARD SERVICE
J000297,HON. EVAN H. JENKINS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/20/2017,AP,E0497745,CITIBANK GOV CARD SERVICE,2/16/2017,2/25/2017,CAR RENTAL,364.8,2017,CITIBANK GOV CARD SERVICE
J000297,HON. EVAN H. JENKINS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/13/2017,AP,E0477792,CITIBANK GOV CARD SERVICE,12/5/2016,12/26/2016,CAR RENTAL,428.17,2016,CITIBANK GOV CARD SERVICE
J000290,HON. LYNN JENKINS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/26/2017,AP,E0482415,FRANKE ANDREW J.,1/14/2017,1/19/2017,CAR RENTAL,320.63,2017,FRANKE ANDREW J.
J000292,HON. BILL JOHNSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/13/2017,AP,E0493835,CITIBANK GOV CARD SERVICE,1/28/2017,2/13/2017,CAR RENTAL,1063.69,2017,CITIBANK GOV CARD SERVICE
J000292,HON. BILL JOHNSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/18/2017,AP,E0476309,CITIBANK GOV CARD SERVICE,12/12/2016,12/15/2016,CAR RENTAL,177.69,2016,CITIBANK GOV CARD SERVICE
J000126,HON. EDDIE BERNICE JOHNSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/24/2017,AP,E0481157,CITIBANK GOV CARD SERVICE,12/9/2016,12/12/2016,CAR RENTAL,696.08,2016,CITIBANK GOV CARD SERVICE
J000299,HON. MIKE JOHNSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/2/2017,AP,907029,HOLYFIELD AINSLEY D.,2/21/2017,2/21/2017,CAR RENTAL,481.54,2017,HOLYFIELD AINSLEY D.
J000299,HON. MIKE JOHNSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/7/2017,AP,907275,MORRIS BRAD E.,2/21/2017,2/23/2017,CAR RENTAL,759.13,2017,MORRIS BRAD E.
J000299,HON. MIKE JOHNSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/15/2017,AP,907509,SMITH MARCIE,2/21/2017,2/23/2017,CAR RENTAL,255.2,2017,SMITH MARCIE
J000299,HON. MIKE JOHNSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/21/2017,AP,907937,HON JAMES JOHNSON,3/6/2017,3/7/2017,CAR RENTAL,1100.71,2017,HON JAMES JOHNSON
J000174,HON. SAM JOHNSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/2/2017,AP,E0483780,HAMILTON AMANDA,1/25/2017,1/27/2017,CAR RENTAL,103.94,2017,HAMILTON AMANDA
J000174,HON. SAM JOHNSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/7/2017,AP,E0485501,HESTER THOMAS M.,1/25/2017,1/28/2017,CAR RENTAL,243.56,2017,HESTER THOMAS M.
K000390,HON. RUBEN J. KIHUEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/8/2017,AP,E0484432,CHASE DAVID E.,1/18/2017,1/18/2017,CAR RENTAL,182.22,2017,CHASE DAVID E.
K000380,HON. DANIEL T. KILDEE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/10/2017,AP,E0483962,RIVARD MITCHELL R.,1/13/2017,1/18/2017,CAR RENTAL,270.78,2017,RIVARD MITCHELL R.
K000380,HON. DANIEL T. KILDEE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/23/2017,AP,E0489693,CITIBANK GOV CARD SERVICE,1/6/2017,1/18/2017,CAR RENTAL,686.08,2017,CITIBANK GOV CARD SERVICE
K000380,HON. DANIEL T. KILDEE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/12/2017,AP,E0493825,RIVARD MITCHELL R.,2/8/2017,2/12/2017,CAR RENTAL,217.34,2017,RIVARD MITCHELL R.
K000380,HON. DANIEL T. KILDEE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/29/2017,AP,E0497662,CITIBANK GOV CARD SERVICE,1/29/2017,2/13/2017,CAR RENTAL,793.55,2017,CITIBANK GOV CARD SERVICE
K000380,HON. DANIEL T. KILDEE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/24/2017,AP,E0477925,CITIBANK GOV CARD SERVICE,12/2/2016,12/27/2016,CAR RENTAL,1006.44,2016,CITIBANK GOV CARD SERVICE
K000381,HON. DEREK KILMER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/24/2017,AP,E0487214,ALLEN KATHERINE R.,1/15/2017,1/22/2017,CAR RENTAL,353.48,2017,ALLEN KATHERINE R.
K000381,HON. DEREK KILMER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/15/2017,AP,E0494363,PHELPS JASON B.,2/19/2017,2/25/2017,CAR RENTAL,413.71,2017,PHELPS JASON B.
K000381,HON. DEREK KILMER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/19/2017,AP,E0476791,WASSERMAN AARON S,12/18/2016,12/20/2016,CAR RENTAL,168.71,2016,WASSERMAN AARON S
K000378,HON. ADAM KINZINGER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/8/2017,AP,E0473712,BAGGETT JOSHUA M,8/8/2016,8/9/2016,CAR RENTAL,267.35,2016,BAGGETT JOSHUA M
K000378,HON. ADAM KINZINGER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/12/2017,AP,897227,WEATHERFORD AUSTIN B.,10/18/2016,10/19/2016,CAR RENTAL,210.98,2016,WEATHERFORD AUSTIN B.
K000391,HON. RAJA KRISHNAMOORTHI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/31/2017,AP,E0498965,BALDWIN WILSON C,2/22/2017,2/25/2017,CAR RENTAL,225.41,2017,BALDWIN WILSON C
K000382,HON. ANN M. KUSTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0500132,CITIBANK GOV CARD SERVICE,2/21/2017,2/23/2017,CAR RENTAL,129.07,2017,CITIBANK GOV CARD SERVICE
K000382,HON. ANN M. KUSTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/13/2017,AP,897143,DIAMOND KEVIN R.,11/2/2016,11/9/2016,CAR RENTAL,243.66,2016,DIAMOND KEVIN R.
K000392,HON. DAVID KUSTOFF,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/22/2017,AP,E0494666,BLACK CASEY E.,2/20/2017,2/26/2017,CAR RENTAL,345.49,2017,BLACK CASEY E.
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/9/2017,AP,E0470921,CUNNINGTON MICHAEL,11/5/2016,11/10/2016,CAR RENTAL,193.74,2016,CUNNINGTON MICHAEL
L000564,HON. DOUG LAMBORN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/4/2017,AP,E0470589,MILLER BRANDON M.,10/31/2016,11/6/2016,CAR RENTAL,142.94,2016,MILLER BRANDON M.
L000566,HON. ROBERT E. LATTA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/29/2017,AP,E0496827,GRIFFIN DREW P.,2/21/2017,2/24/2017,CAR RENTAL,319.94,2017,GRIFFIN DREW P.
L000581,HON. BRENDA L. LAWRENCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/7/2017,AP,E0489315,CITIBANK GOV CARD SERVICE,1/17/2017,1/18/2017,CAR RENTAL,230.93,2017,CITIBANK GOV CARD SERVICE
L000581,HON. BRENDA L. LAWRENCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/2/2017,AP,E0480335,CITIBANK GOV CARD SERVICE,12/14/2016,12/16/2016,CAR RENTAL,193.88,2016,CITIBANK GOV CARD SERVICE
L000586,HON. AL LAWSON  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/8/2017,AP,E0485225,PINCKNEY JANNA L,1/25/2017,1/27/2017,CAR RENTAL,190.19,2017,PINCKNEY JANNA L
L000586,HON. AL LAWSON  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/14/2017,AP,E0497352,PINCKNEY JANNA L,2/22/2017,2/24/2017,CAR RENTAL,231.34,2017,PINCKNEY JANNA L
L000263,HON. SANDER M. LEVIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/2/2017,AP,E0489749,CHAMBERS HILARIE,1/17/2017,1/19/2017,CAR RENTAL,337.97,2017,CHAMBERS HILARIE
